Wavelength,Flux,eFlux
2548.5,1.74660781471635E-14,1.71022015190976E-16
2550.2,1.74357550948247E-14,1.74964011995023E-16
2551.9,1.73144628854694E-14,1.76480164611964E-16
2553.6,1.75873703565188E-14,1.71628476237752E-16
2555.3,1.76480164611965E-14,1.70415554144199E-16
2557,1.76783395135353E-14,1.70415554144199E-16
2558.7,1.75873703565188E-14,1.70112323620811E-16
2560.4,1.755704730418E-14,1.69202632050646E-16
2562.1,1.73447859378082E-14,1.6859617100387E-16
2563.8,1.76480164611965E-14,1.68899401527258E-16
2565.6,1.755704730418E-14,1.67383248910317E-16
2567.3,1.74964011995023E-14,1.66473557340152E-16
2569,1.74357550948247E-14,1.66170326816764E-16
2570.7,1.7375108990147E-14,1.65563865769987E-16
2572.4,1.73144628854694E-14,1.65563865769987E-16
2574.1,1.71628476237752E-14,1.64350943676434E-16
2575.8,1.70718784667588E-14,1.66170326816764E-16
2577.6,1.69809093097423E-14,1.65563865769987E-16
2579.3,1.72841398331305E-14,1.6677678786354E-16
2581,1.70415554144199E-14,1.62834791059493E-16
2582.7,1.70415554144199E-14,1.61925099489328E-16
2584.4,1.69505862574035E-14,1.6162186896594E-16
2586.2,1.70415554144199E-14,1.61318638442552E-16
2587.9,1.70415554144199E-14,1.61318638442552E-16
2589.6,1.71022015190976E-14,1.61015407919163E-16
2591.3,1.70718784667588E-14,1.61015407919163E-16
2593.1,1.70112323620811E-14,1.60105716348999E-16
2594.8,1.69202632050646E-14,1.5980248582561E-16
2596.5,1.70415554144199E-14,1.58892794255446E-16
2598.3,1.69809093097423E-14,1.59196024778834E-16
2600,1.6859617100387E-14,1.57983102685281E-16
2601.7,1.69202632050646E-14,1.57073411115116E-16
2603.5,1.6677678786354E-14,1.57073411115116E-16
2605.2,1.69202632050646E-14,1.57073411115116E-16
2606.9,1.70718784667588E-14,1.59196024778834E-16
2608.7,1.69202632050646E-14,1.56770180591728E-16
2610.4,1.67989709957093E-14,1.56163719544951E-16
2612.2,1.69202632050646E-14,1.55860489021563E-16
2613.9,1.70718784667588E-14,1.55557258498175E-16
2615.6,1.69202632050646E-14,1.5464756692801E-16
2617.4,1.6859617100387E-14,1.54950797451398E-16
2619.1,1.69202632050646E-14,1.54950797451398E-16
2620.9,1.68292940480482E-14,1.53737875357845E-16
2622.6,1.70415554144199E-14,1.5464756692801E-16
2624.4,1.67686479433705E-14,1.53434644834457E-16
2626.1,1.68292940480482E-14,1.52828183787681E-16
2627.9,1.67383248910317E-14,1.53131414311069E-16
2629.6,1.6859617100387E-14,1.53434644834457E-16
2631.4,1.67686479433705E-14,1.52828183787681E-16
2633.1,1.68899401527258E-14,1.51918492217516E-16
2634.9,1.65563865769987E-14,1.51615261694128E-16
2636.6,1.67383248910317E-14,1.51312031170739E-16
2638.4,1.67686479433705E-14,1.51008800647351E-16
2640.2,1.63744482629658E-14,1.50402339600575E-16
2641.9,1.64957404723211E-14,1.49795878553798E-16
2643.7,1.6344125210627E-14,1.51918492217516E-16
2645.5,1.6344125210627E-14,1.48886186983633E-16
2647.2,1.6344125210627E-14,1.47976495413468E-16
2649,1.63138021582881E-14,1.47976495413468E-16
2650.7,1.6162186896594E-14,1.49795878553798E-16
2652.5,1.58286333208669E-14,2.13474288465332E-16
2654.3,1.60712177395775E-14,1.44944190179586E-16
2656.1,1.62228330012716E-14,1.45550651226362E-16
2657.8,1.61925099489328E-14,1.45550651226362E-16
2659.6,1.61318638442552E-14,1.44640959656198E-16
2661.4,1.62228330012716E-14,1.44944190179586E-16
2663.1,1.61318638442552E-14,1.44944190179586E-16
2664.9,1.61925099489328E-14,1.45550651226362E-16
2666.7,1.61925099489328E-14,1.44640959656198E-16
2668.5,1.61015407919163E-14,1.43124807039256E-16
2670.3,1.60408946872387E-14,1.41911884945703E-16
2672,1.57073411115116E-14,1.4251834599248E-16
2673.8,1.61925099489328E-14,1.44034498609421E-16
2675.6,1.60408946872387E-14,1.45247420702974E-16
2677.4,1.63138021582881E-14,1.42821576515868E-16
2679.2,1.60712177395775E-14,1.44034498609421E-16
2681,1.61318638442552E-14,1.41608654422315E-16
2682.7,1.61318638442552E-14,1.4251834599248E-16
2684.5,1.61318638442552E-14,1.41608654422315E-16
2686.3,1.62531560536105E-14,1.39486040758597E-16
2688.1,1.61925099489328E-14,1.41002193375539E-16
2689.9,1.61925099489328E-14,1.45550651226362E-16
2691.7,1.61318638442552E-14,1.42215115469092E-16
2693.5,1.6162186896594E-14,1.39486040758597E-16
2695.3,1.62531560536105E-14,1.39789271281986E-16
2697.1,1.6162186896594E-14,1.38576349188433E-16
2698.9,1.61318638442552E-14,1.39182810235209E-16
2700.7,1.60408946872387E-14,1.38273118665044E-16
2702.5,1.61925099489328E-14,1.38576349188433E-16
2704.3,1.64654174199823E-14,1.40395732328762E-16
2706.1,1.62228330012716E-14,1.43428037562645E-16
2707.9,1.63744482629658E-14,1.37666657618268E-16
2709.7,1.66170326816764E-14,1.3736342709488E-16
2711.5,1.63744482629658E-14,1.36756966048103E-16
2713.3,1.65563865769987E-14,1.36453735524715E-16
2715.1,1.64350943676434E-14,1.36756966048103E-16
2716.9,1.65867096293376E-14,1.36453735524715E-16
2718.8,1.65260635246599E-14,1.3554404395455E-16
2720.6,1.64957404723211E-14,1.36453735524715E-16
2722.4,1.65260635246599E-14,1.36150505001327E-16
2724.2,1.65867096293376E-14,1.35240813431162E-16
2726,1.66170326816764E-14,1.36453735524715E-16
2727.8,1.67686479433705E-14,1.34634352384385E-16
2729.7,1.6677678786354E-14,1.33724660814221E-16
2731.5,1.66170326816764E-14,1.33421430290832E-16
2733.3,1.65563865769987E-14,1.32814969244056E-16
2735.1,1.66473557340152E-14,1.33118199767444E-16
2736.9,1.65867096293376E-14,1.32208508197279E-16
2738.8,1.67383248910317E-14,1.31905277673891E-16
2740.6,1.64957404723211E-14,1.31905277673891E-16
2742.4,1.64957404723211E-14,1.32208508197279E-16
2744.3,1.68292940480482E-14,1.4767326489008E-16
2746.1,1.67383248910317E-14,1.51312031170739E-16
2747.9,1.68899401527258E-14,1.37969888141656E-16
2749.7,1.67080018386929E-14,1.3038912505695E-16
2751.6,1.68292940480482E-14,1.30085894533561E-16
2753.4,1.67989709957093E-14,1.29479433486785E-16
2755.3,1.68899401527258E-14,1.30692355580338E-16
2757.1,1.69809093097423E-14,1.29479433486785E-16
2758.9,1.68899401527258E-14,1.29782664010173E-16
2760.8,1.6677678786354E-14,1.29479433486785E-16
2762.6,1.68899401527258E-14,1.3038912505695E-16
2764.5,1.70718784667588E-14,1.30085894533561E-16
2766.3,1.67989709957093E-14,1.28872972440008E-16
2768.1,1.70415554144199E-14,1.29479433486785E-16
2770,1.6859617100387E-14,1.27660050346455E-16
2771.8,1.69505862574035E-14,1.25840667206126E-16
2773.7,1.73144628854694E-14,1.28266511393232E-16
2775.5,1.76176934088576E-14,1.28872972440008E-16
2777.4,1.76783395135353E-14,1.29176202963397E-16
2779.2,1.78602778275682E-14,1.29479433486785E-16
2781.1,1.8254477507973E-14,1.3038912505695E-16
2782.9,1.85880310837E-14,1.30085894533561E-16
2784.8,1.89822307641048E-14,1.30085894533561E-16
2786.7,1.94067534968483E-14,1.31298816627114E-16
2788.5,2.00132145436248E-14,1.31905277673891E-16
2790.4,2.01345067529801E-14,1.32208508197279E-16
2792.2,2.08319369567731E-14,1.46460342796527E-16
2794.1,2.11654905325002E-14,1.34027891337609E-16
2796,2.09835522184673E-14,1.33118199767444E-16
2797.8,2.12261366371779E-14,1.32511738720667E-16
2799.7,2.14080749512108E-14,1.32814969244056E-16
2801.6,2.09532291661284E-14,1.31905277673891E-16
2803.4,2.04680603287072E-14,1.31298816627114E-16
2805.3,2.00132145436248E-14,1.30085894533561E-16
2807.2,1.9285461287493E-14,1.28872972440008E-16
2809,1.89215846594271E-14,1.28266511393232E-16
2810.9,1.83757697173283E-14,1.27053589299679E-16
2812.8,1.79815700369235E-14,1.26143897729514E-16
2814.7,1.76480164611965E-14,1.25537436682738E-16
2816.5,1.72841398331305E-14,1.29782664010173E-16
2818.4,1.70112323620811E-14,1.26143897729514E-16
2820.3,1.69202632050646E-14,1.23111592495632E-16
2822.2,1.65867096293376E-14,1.2159543987869E-16
2824.1,1.65260635246599E-14,1.20988978831914E-16
2825.9,1.65563865769987E-14,1.22201900925467E-16
2827.8,1.64350943676434E-14,1.22201900925467E-16
2829.7,1.65867096293376E-14,1.20079287261749E-16
2831.6,1.64654174199823E-14,1.20988978831914E-16
2833.5,1.65563865769987E-14,1.41608654422315E-16
2835.4,1.63744482629658E-14,1.20685748308526E-16
2837.3,1.63744482629658E-14,1.21292209355302E-16
2839.2,1.63744482629658E-14,1.22505131448855E-16
2841.1,1.6344125210627E-14,1.20685748308526E-16
2842.9,1.64047713153046E-14,1.19776056738361E-16
2844.8,1.63138021582881E-14,1.19776056738361E-16
2846.7,1.6162186896594E-14,1.19776056738361E-16
2848.6,1.61925099489328E-14,1.19472826214973E-16
2850.5,1.58892794255446E-14,1.19472826214973E-16
2852.4,1.60105716348999E-14,1.19169595691584E-16
2854.3,1.59499255302222E-14,1.18259904121419E-16
2856.2,1.5980248582561E-14,1.19776056738361E-16
2858.2,1.57679872161893E-14,1.18259904121419E-16
2860.1,1.57376641638504E-14,1.18866365168196E-16
2862,1.54950797451398E-14,1.17956673598031E-16
2863.9,1.5646695006834E-14,1.17653443074643E-16
2865.8,1.54950797451398E-14,1.17350212551255E-16
2867.7,1.54950797451398E-14,1.21292209355302E-16
2869.6,1.54344336404622E-14,1.19472826214973E-16
2871.5,1.54950797451398E-14,1.17046982027866E-16
2873.4,1.54041105881234E-14,1.16137290457702E-16
2875.4,1.53434644834457E-14,1.15530829410925E-16
2877.3,1.53737875357845E-14,1.15530829410925E-16
2879.2,1.52828183787681E-14,1.17956673598031E-16
2881.1,1.53434644834457E-14,1.1644052098109E-16
2883,1.53737875357845E-14,1.1644052098109E-16
2885,1.51008800647351E-14,1.15530829410925E-16
2886.9,1.51615261694128E-14,1.16137290457702E-16
2888.8,1.51615261694128E-14,1.16137290457702E-16
2890.7,1.51615261694128E-14,1.16137290457702E-16
2892.7,1.51918492217516E-14,1.15530829410925E-16
2894.6,1.49189417507022E-14,1.15530829410925E-16
2896.5,1.50402339600575E-14,1.16137290457702E-16
2898.4,1.48582956460245E-14,1.15530829410925E-16
2900.4,1.49795878553798E-14,1.15834059934313E-16
2902.3,1.48279725936857E-14,1.15227598887537E-16
2904.2,1.4767326489008E-14,1.15530829410925E-16
2906.2,1.47066803843304E-14,1.17046982027866E-16
2908.1,1.47976495413469E-14,1.15227598887537E-16
2910.1,1.47066803843304E-14,1.14924368364149E-16
2912,1.47370034366692E-14,1.15530829410925E-16
2913.9,1.48279725936857E-14,1.51918492217516E-16
2915.9,1.47066803843304E-14,1.15834059934313E-16
2917.8,1.47370034366692E-14,1.15834059934313E-16
2919.8,1.49189417507022E-14,1.16137290457702E-16
2921.7,1.4949264803041E-14,1.1644052098109E-16
2923.7,1.50402339600575E-14,1.17046982027866E-16
2925.6,1.51312031170739E-14,1.17046982027866E-16
2927.6,1.49795878553798E-14,1.25537436682738E-16
2929.5,1.50402339600575E-14,1.17046982027866E-16
2931.5,1.50402339600575E-14,1.18563134644808E-16
2933.4,1.51918492217516E-14,1.17350212551255E-16
2935.4,1.52524953264292E-14,1.17956673598031E-16
2937.4,1.51615261694128E-14,1.17956673598031E-16
2939.3,1.49795878553798E-14,1.17350212551255E-16
2941.3,1.4949264803041E-14,1.17956673598031E-16
2943.2,1.50099109077186E-14,1.17956673598031E-16
2945.2,1.51918492217516E-14,1.19776056738361E-16
2947.2,1.51615261694128E-14,1.18259904121419E-16
2949.1,1.50705570123963E-14,1.18563134644808E-16
2951.1,1.50705570123963E-14,1.17956673598031E-16
2953.1,1.49795878553798E-14,1.18259904121419E-16
2955,1.47370034366692E-14,1.20685748308526E-16
2957,1.48886186983633E-14,1.18866365168196E-16
2959,1.49795878553798E-14,1.19169595691584E-16
2960.9,1.47976495413469E-14,1.18866365168196E-16
2962.9,1.48886186983633E-14,1.19472826214973E-16
2964.9,1.48279725936857E-14,1.19169595691584E-16
2966.9,1.49795878553798E-14,1.20685748308526E-16
2968.9,1.49795878553798E-14,1.24324514589185E-16
2970.8,1.46460342796527E-14,1.19776056738361E-16
2972.8,1.48279725936857E-14,1.20079287261749E-16
2974.8,1.46460342796527E-14,1.20685748308526E-16
2976.8,1.47370034366692E-14,1.21898670402079E-16
2978.8,1.48582956460245E-14,1.22808361972243E-16
2980.8,1.46763573319915E-14,1.20685748308526E-16
2982.7,1.45247420702974E-14,1.2159543987869E-16
2984.7,1.45853881749751E-14,1.20382517785137E-16
2986.7,1.45247420702974E-14,1.19472826214973E-16
2988.7,1.44640959656198E-14,1.19472826214973E-16
2990.7,1.43731268086033E-14,1.19472826214973E-16
2992.7,1.43731268086033E-14,1.22201900925467E-16
2994.7,1.43124807039256E-14,1.19472826214973E-16
2996.7,1.41911884945703E-14,1.19169595691584E-16
2998.7,1.42821576515868E-14,1.20685748308526E-16
3000.7,1.4251834599248E-14,1.26750358776291E-16
3002.7,1.39486040758597E-14,1.20079287261749E-16
3004.7,1.38879579711821E-14,1.19472826214973E-16
3006.7,1.39182810235209E-14,1.19776056738361E-16
3008.7,1.38576349188433E-14,1.20685748308526E-16
3010.7,1.38273118665044E-14,1.19776056738361E-16
3012.7,1.3736342709488E-14,1.20079287261749E-16
3014.7,1.37060196571491E-14,1.20079287261749E-16
3016.7,1.35847274477938E-14,1.20079287261749E-16
3018.7,1.35240813431162E-14,1.20079287261749E-16
3020.8,1.33724660814221E-14,1.20382517785137E-16
3022.8,1.35240813431162E-14,1.20685748308526E-16
3024.8,1.35240813431162E-14,1.50099109077186E-16
3026.8,1.3554404395455E-14,1.89822307641048E-16
3028.8,1.33724660814221E-14,1.88609385547495E-16
3030.8,1.35847274477938E-14,1.89215846594271E-16
3032.9,1.3554404395455E-14,1.88609385547495E-16
3034.9,1.3554404395455E-14,1.88306155024106E-16
3036.9,1.35240813431162E-14,1.88912616070883E-16
3038.9,1.36453735524715E-14,1.89215846594271E-16
3041,1.3554404395455E-14,1.88912616070883E-16
3043,1.34634352384385E-14,1.88912616070883E-16
3045,1.36150505001327E-14,2.65629938488111E-16
3047.1,1.37060196571491E-14,1.95583687585425E-16
3049.1,1.36150505001327E-14,1.89215846594271E-16
3051.1,1.35240813431162E-14,1.89215846594271E-16
3053.2,1.34331121860997E-14,1.88609385547495E-16
3055.2,1.36150505001327E-14,1.88609385547495E-16
3057.2,1.35847274477938E-14,1.89822307641048E-16
3059.3,1.34937582907774E-14,1.89822307641048E-16
3061.3,1.35240813431162E-14,1.95280457062036E-16
3063.3,1.34331121860997E-14,1.88306155024106E-16
3065.4,1.36150505001327E-14,1.87396463453942E-16
3067.4,1.35240813431162E-14,1.87396463453942E-16
3069.5,1.33421430290832E-14,1.86790002407165E-16
3071.5,1.34027891337609E-14,1.86183541360389E-16
3073.6,1.32814969244056E-14,1.84970619266836E-16
3075.6,1.34634352384385E-14,1.84667388743447E-16
3077.7,1.29479433486785E-14,1.86183541360389E-16
3079.7,1.33421430290832E-14,1.84970619266836E-16
3081.8,1.33118199767444E-14,1.81635083509565E-16
3083.8,1.31602047150503E-14,1.79815700369235E-16
3085.9,1.31905277673891E-14,1.78906008799071E-16
3088,1.33421430290832E-14,1.77693086705518E-16
3090,1.31905277673891E-14,1.75873703565188E-16
3092.1,1.30995586103726E-14,1.74357550948247E-16
3094.1,1.32511738720667E-14,1.73447859378082E-16
3096.2,1.30692355580338E-14,1.71931706761141E-16
3098.3,1.30085894533561E-14,1.77389856182129E-16
3100.3,1.29479433486785E-14,1.90428768687824E-16
3102.4,1.29782664010173E-14,1.87093232930553E-16
3104.5,1.30085894533561E-14,1.83454466649894E-16
3106.5,1.26750358776291E-14,1.84667388743447E-16
3108.6,1.25537436682738E-14,1.83454466649894E-16
3110.7,1.27660050346455E-14,1.75267242518411E-16
3112.8,1.28266511393232E-14,1.73447859378082E-16
3114.8,1.30085894533561E-14,1.71931706761141E-16
3116.9,1.29782664010173E-14,1.70112323620811E-16
3119,1.2856974191662E-14,1.67989709957093E-16
3121.1,1.28872972440008E-14,1.67080018386929E-16
3123.1,1.2856974191662E-14,1.65867096293376E-16
3125.2,1.27660050346455E-14,1.64654174199823E-16
3127.3,1.27356819823067E-14,1.64350943676434E-16
3129.4,1.2856974191662E-14,1.64350943676434E-16
3131.5,1.25537436682738E-14,1.63138021582881E-16
3133.6,1.25840667206126E-14,1.62228330012717E-16
3135.7,1.25234206159349E-14,1.61925099489328E-16
3137.8,1.26447128252902E-14,1.61318638442552E-16
3139.9,1.25840667206126E-14,1.60712177395775E-16
3141.9,1.27053589299679E-14,1.60408946872387E-16
3144,1.27053589299679E-14,1.61318638442552E-16
3146.1,1.27053589299679E-14,1.60408946872387E-16
3148.2,1.26447128252902E-14,1.60105716348999E-16
3150.3,1.27963280869844E-14,1.60408946872387E-16
3152.4,1.27356819823067E-14,1.60105716348999E-16
3154.5,1.27660050346455E-14,1.58589563732057E-16
3156.6,1.27660050346455E-14,1.57983102685281E-16
3158.7,1.30692355580338E-14,1.58589563732057E-16
3160.9,1.29176202963397E-14,1.58589563732057E-16
3163,1.2856974191662E-14,1.57376641638504E-16
3165.1,1.28872972440008E-14,1.56770180591728E-16
3167.2,1.3038912505695E-14,1.57073411115116E-16
3169.3,1.3038912505695E-14,1.56770180591728E-16
3171.4,1.28872972440008E-14,1.55860489021563E-16
3173.5,1.3038912505695E-14,1.55860489021563E-16
3175.6,1.33118199767444E-14,1.55860489021563E-16
3177.8,1.35240813431162E-14,1.56163719544951E-16
3179.9,1.33421430290832E-14,1.55860489021563E-16
3182,1.30692355580338E-14,1.55254027974787E-16
3184.1,1.30085894533561E-14,1.53737875357845E-16
3186.2,1.2856974191662E-14,1.53131414311069E-16
3188.4,1.29479433486785E-14,1.52221722740904E-16
3190.5,1.3038912505695E-14,1.51008800647351E-16
3192.6,1.29176202963397E-14,1.50099109077186E-16
3194.7,1.30085894533561E-14,1.49189417507022E-16
3196.9,1.28872972440008E-14,1.4767326489008E-16
3199,1.27660050346455E-14,1.47066803843304E-16
3201.1,1.29479433486785E-14,1.46763573319915E-16
3203.3,1.31298816627114E-14,1.49189417507022E-16
3205.4,1.2856974191662E-14,1.44944190179586E-16
3207.6,1.29479433486785E-14,1.43428037562645E-16
3209.7,1.29479433486785E-14,1.41305423898927E-16
3211.8,1.25537436682738E-14,1.41911884945703E-16
3214,1.26447128252902E-14,1.44640959656198E-16
3216.1,1.17046982027866E-14,1.60408946872387E-16
3218.3,1.22201900925467E-14,1.42821576515868E-16
3220.4,1.22505131448855E-14,1.40092501805374E-16
3222.6,1.24930975635961E-14,1.32511738720667E-16
3224.7,1.27053589299679E-14,1.32814969244056E-16
3226.9,1.28872972440008E-14,1.30995586103726E-16
3229,1.27053589299679E-14,1.31602047150503E-16
3231.2,1.23718053542408E-14,1.29176202963397E-16
3233.3,1.24021284065796E-14,1.26750358776291E-16
3235.5,1.2341482301902E-14,1.26447128252902E-16
3237.6,1.26143897729514E-14,1.25234206159349E-16
3239.8,1.24324514589185E-14,1.27356819823067E-16
3242,1.25537436682738E-14,1.23718053542408E-16
3244.1,1.20382517785137E-14,1.20685748308526E-16
3246.3,1.2159543987869E-14,1.2159543987869E-16
3248.4,1.22505131448855E-14,1.19776056738361E-16
3250.6,1.23111592495632E-14,1.22201900925467E-16
3252.8,1.20988978831914E-14,1.17956673598031E-16
3254.9,1.24324514589185E-14,1.17956673598031E-16
3257.1,1.21292209355302E-14,1.16743751504478E-16
3259.3,1.19776056738361E-14,1.1644052098109E-16
3261.5,1.2159543987869E-14,1.15834059934313E-16
3263.6,1.23111592495632E-14,1.16743751504478E-16
3265.8,1.23718053542408E-14,1.1462113784076E-16
3268,1.23718053542408E-14,1.14317907317372E-16
3270.2,1.2341482301902E-14,1.13408215747207E-16
3272.4,1.22201900925467E-14,1.13104985223819E-16
3274.5,1.21898670402079E-14,1.12801754700431E-16
3276.7,1.22505131448855E-14,1.12801754700431E-16
3278.9,1.21898670402079E-14,1.13104985223819E-16
3281.1,1.21898670402079E-14,1.11892063130266E-16
3283.3,1.22808361972243E-14,1.12195293653654E-16
3285.5,1.22808361972243E-14,1.11892063130266E-16
3287.7,1.21898670402079E-14,1.1128560208349E-16
3289.8,1.2159543987869E-14,1.10982371560101E-16
3292,1.20079287261749E-14,1.1128560208349E-16
3294.2,1.2159543987869E-14,1.11588832606878E-16
3296.4,1.20382517785137E-14,1.1128560208349E-16
3298.6,1.21292209355302E-14,1.1128560208349E-16
3300.8,1.19776056738361E-14,1.10982371560101E-16
3303,1.20079287261749E-14,1.11588832606878E-16
3305.2,1.20685748308526E-14,1.11588832606878E-16
3307.4,1.19472826214973E-14,1.11588832606878E-16
3309.6,1.17956673598031E-14,1.1128560208349E-16
3311.9,1.17956673598031E-14,1.1128560208349E-16
3314.1,1.18563134644808E-14,1.10982371560101E-16
3316.3,1.16743751504478E-14,1.10982371560101E-16
3318.5,1.18563134644808E-14,1.10982371560101E-16
3320.7,1.17956673598031E-14,1.27356819823067E-16
3322.9,1.16137290457702E-14,1.1644052098109E-16
3325.1,1.16137290457702E-14,1.10982371560101E-16
3327.3,1.17653443074643E-14,1.18866365168196E-16
3329.6,1.1825990412142E-14,1.13711446270596E-16
3331.8,1.1825990412142E-14,1.10679141036713E-16
3334,1.17350212551255E-14,1.10679141036713E-16
3336.2,1.17046982027866E-14,1.13711446270596E-16
3338.5,1.17046982027866E-14,1.10982371560101E-16
3340.7,1.15834059934313E-14,1.10072679989937E-16
3342.9,1.16743751504478E-14,1.10375910513325E-16
3345.1,1.13408215747207E-14,1.10375910513325E-16
3347.4,1.14317907317372E-14,1.10679141036713E-16
3349.6,1.14317907317372E-14,1.10375910513325E-16
3351.8,1.1462113784076E-14,1.10982371560101E-16
3354.1,1.12498524177043E-14,1.10679141036713E-16
3356.3,1.13408215747207E-14,1.10679141036713E-16
3358.5,1.13104985223819E-14,1.10072679989937E-16
3360.8,1.16137290457702E-14,1.1644052098109E-16
3363,1.14924368364149E-14,1.10375910513325E-16
3365.3,1.13408215747207E-14,1.08253296849607E-16
3367.5,1.11588832606878E-14,1.10375910513325E-16
3369.8,1.12498524177043E-14,1.15834059934313E-16
3372,1.1462113784076E-14,1.12498524177043E-16
3374.3,1.14924368364149E-14,1.07950066326219E-16
3376.5,1.13711446270596E-14,1.07646835802831E-16
3378.8,1.13408215747207E-14,1.06737144232666E-16
3381,1.13104985223819E-14,1.06737144232666E-16
3383.3,1.13711446270596E-14,1.06130683185889E-16
3385.5,1.13711446270596E-14,1.06130683185889E-16
3387.8,1.12801754700431E-14,1.06130683185889E-16
3390,1.12498524177043E-14,1.04917761092336E-16
3392.3,1.12498524177043E-14,1.04614530568948E-16
3394.6,1.12801754700431E-14,1.04008069522172E-16
3396.8,1.12801754700431E-14,1.05220991615725E-16
3399.1,1.12195293653654E-14,1.03401608475395E-16
3401.4,1.13408215747207E-14,1.0249191690523E-16
3403.6,1.12801754700431E-14,1.05524222139113E-16
3405.9,1.14014676793984E-14,1.07040374756054E-16
3408.2,1.1128560208349E-14,1.03401608475395E-16
3410.4,1.12498524177043E-14,1.01582225335065E-16
3412.7,1.11892063130266E-14,1.00975764288289E-16
3415,1.10072679989937E-14,1.00369303241512E-16
3417.3,1.09769449466548E-14,1.05827452662501E-16
3419.5,1.0946621894316E-14,1.00672533764901E-16
3421.8,1.09769449466548E-14,1.01278994811677E-16
3424.1,1.09769449466548E-14,9.94596116713477E-17
3426.4,1.08253296849607E-14,1.01278994811677E-16
3428.7,1.11892063130266E-14,1.05827452662501E-16
3431,1.0946621894316E-14,1.03401608475395E-16
3433.3,1.10982371560101E-14,1.06130683185889E-16
3435.5,1.09162988419772E-14,9.91563811479594E-17
3437.8,1.06433913709278E-14,1.01278994811677E-16
3440.1,1.1128560208349E-14,1.49795878553798E-16
3442.4,1.08859757896384E-14,1.04614530568948E-16
3444.7,1.07950066326219E-14,1.02188686381842E-16
3447,1.07950066326219E-14,9.79434590544064E-17
3449.3,1.07343605279442E-14,9.73369980076299E-17
3451.6,1.08253296849607E-14,1.00066072718124E-16
3453.9,1.07950066326219E-14,9.91563811479594E-17
3456.2,1.07950066326219E-14,1.0431130004556E-16
3458.5,1.07950066326219E-14,9.94596116713477E-17
3460.8,1.08253296849607E-14,9.97628421947359E-17
3463.1,1.07950066326219E-14,9.97628421947359E-17
3465.4,1.08859757896384E-14,1.00672533764901E-16
3467.8,1.08556527372995E-14,1.00672533764901E-16
3470.1,1.08253296849607E-14,1.0249191690523E-16
3472.4,1.08859757896384E-14,1.03401608475395E-16
3474.7,1.08253296849607E-14,1.22808361972243E-16
3477,1.08859757896384E-14,1.02188686381842E-16
3479.3,1.07343605279442E-14,1.00975764288289E-16
3481.7,1.07950066326219E-14,1.01582225335065E-16
3484,1.07646835802831E-14,1.02188686381842E-16
3486.3,1.07646835802831E-14,1.03098377952007E-16
3488.6,1.08253296849607E-14,1.02795147428618E-16
3491,1.09162988419772E-14,1.02188686381842E-16
3493.3,1.07040374756054E-14,1.01582225335065E-16
3495.6,1.07950066326219E-14,1.01582225335065E-16
3497.9,1.07950066326219E-14,1.01582225335065E-16
3500.3,1.05524222139113E-14,1.00975764288289E-16
3502.6,1.06433913709278E-14,1.01885455858454E-16
3504.9,1.05827452662501E-14,1.1128560208349E-16
3507.3,1.07343605279442E-14,1.07950066326219E-16
3509.6,1.07950066326219E-14,1.01582225335065E-16
3512,1.07343605279442E-14,1.00672533764901E-16
3514.3,1.05827452662501E-14,1.00975764288289E-16
3516.6,1.06433913709278E-14,1.00672533764901E-16
3519,1.06737144232666E-14,1.00672533764901E-16
3521.3,1.04008069522171E-14,1.00066072718124E-16
3523.7,1.0431130004556E-14,1.00066072718124E-16
3526,1.0431130004556E-14,9.97628421947359E-17
3528.4,1.01582225335065E-14,9.94596116713477E-17
3530.7,1.01582225335065E-14,1.02188686381842E-16
3533.1,1.01885455858454E-14,1.01278994811677E-16
3535.5,9.97628421947359E-15,9.76402285310181E-17
3537.8,1.00975764288289E-14,9.79434590544064E-17
3540.2,1.00672533764901E-14,9.70337674842416E-17
3542.5,1.00369303241512E-14,9.67305369608534E-17
3544.9,1.00975764288289E-14,9.64273064374651E-17
3547.3,1.00975764288289E-14,9.88531506245712E-17
3549.6,1.01582225335065E-14,1.00369303241512E-16
3552,1.01885455858454E-14,9.85499201011829E-17
3554.4,1.02188686381842E-14,9.58208453906886E-17
3556.7,1.00066072718124E-14,9.58208453906886E-17
3559.1,9.70337674842416E-15,9.36982317269708E-17
3561.5,1.01278994811677E-14,9.64273064374651E-17
3563.9,1.02188686381842E-14,9.52143843439121E-17
3566.2,1.01582225335065E-14,9.73369980076299E-17
3568.6,1.01582225335065E-14,9.61240759140769E-17
3571,1.02188686381842E-14,9.46079232971356E-17
3573.4,1.00672533764901E-14,9.55176148673004E-17
3575.8,1.00975764288289E-14,9.36982317269708E-17
3578.1,1.00975764288289E-14,9.79434590544064E-17
3580.5,1.0249191690523E-14,9.33950012035826E-17
3582.9,1.02188686381842E-14,9.61240759140769E-17
3585.3,1.01885455858454E-14,9.33950012035826E-17
3587.7,1.01278994811677E-14,9.30917706801943E-17
3590.1,1.00066072718124E-14,9.30917706801943E-17
3592.5,1.00672533764901E-14,9.55176148673004E-17
3594.9,1.00369303241512E-14,1.07040374756054E-16
3597.3,1.00066072718124E-14,9.12723875398648E-17
3599.7,1.00369303241512E-14,9.09691570164765E-17
3602.1,9.94596116713477E-15,9.18788485866413E-17
3604.5,1.00369303241512E-14,9.15756180632531E-17
