Name,Group,Central Wavelength,Init_Norm,Sigma_low,Sigma_high,Allowed_Shift
MgII_br,0,2799.117,0,425,4250,30
 ,0,2799.117,0,425,4250,30
 ,0,2799.117,0,425,4250,30
MgII_na,0,2799.117,0,85,424,10
