2000.43	8.177594e+06 
2003.82	1.321479e+07 
2007.21	4.681712e+06 
2010.61	1.133454e+07 
2014.02	7.976978e+06 
2017.43	7.987604e+06 
2020.85	7.567206e+06 
2024.27	5.210916e+06 
2027.70	2.945028e+06 
2031.14	4.755860e+06 
2034.58	7.808002e+06 
2038.02	7.317130e+06 
2041.48	8.037294e+06 
2044.93	5.168594e+06 
2048.40	3.421140e+06 
2051.87	5.619194e+06 
2055.34	4.150924e+06 
2058.83	3.917998e+06 
2062.31	5.805180e+06 
2065.81	2.833154e+06 
2069.31	7.914474e+06 
2072.81	1.098548e+07 
2076.32	1.181417e+07 
2079.84	5.835252e+06 
2083.36	8.150071e+06 
2086.89	2.849859e+06 
2090.43	5.747376e+06 
2093.97	1.795227e+06 
2097.52	8.049091e+06 
2101.07	1.034555e+07 
2104.63	5.802344e+06 
2108.19	2.162130e+06 
2111.76	1.018897e+07 
2115.34	8.620400e+06 
2118.92	4.838199e+06 
2122.51	6.628138e+06 
2126.11	3.411423e+06 
2129.71	7.690908e+06 
2133.32	8.617687e+06 
2136.93	6.765633e+06 
2140.55	6.064714e+06 
2144.18	1.082622e+07 
2147.81	7.796634e+06 
2151.45	8.675620e+06 
2155.09	9.128735e+06 
2158.74	4.881212e+06 
2162.40	6.726572e+06 
2166.06	6.937044e+06 
2169.73	8.955531e+06 
2173.41	1.361315e+07 
2177.09	9.144249e+06 
2180.78	1.099398e+07 
2184.47	2.582520e+06 
2188.17	9.715393e+06 
2191.88	1.539218e+07 
2195.59	3.005120e+06 
2199.31	4.314476e+06 
2203.04	3.600237e+06 
2206.77	7.426208e+06 
2210.51	8.928197e+06 
2214.25	1.478838e+07 
2218.00	1.473804e+07 
2221.76	9.338746e+06 
2225.52	1.207074e+07 
2229.29	9.888274e+06 
2233.07	1.588396e+07 
2236.85	1.459883e+07 
2240.64	1.202797e+07 
2244.44	1.796452e+07 
2248.24	1.690590e+07 
2252.05	3.748156e+07 
2255.86	2.281669e+07 
2259.68	3.905319e+07 
2263.51	2.322454e+07 
2267.35	1.410755e+07 
2271.19	2.024898e+07 
2275.03	1.491260e+07 
2278.89	1.397060e+07 
2282.75	1.410003e+07 
2286.61	2.825745e+07 
2290.49	6.500925e+06 
2294.37	4.125116e+06 
2298.26	1.743440e+07 
2302.15	1.227593e+07 
2306.05	4.933948e+06 
2309.95	1.383680e+07 
2313.87	2.000596e+07 
2317.79	3.071308e+07 
2321.71	1.890648e+07 
2325.65	9.148241e+06 
