2001.14	2.09E+06
2005.04	1.40E+06
2008.94	1.17E+06
2012.86	2.20E+06
2016.78	3.06E+06
2020.71	2.02E+06
2024.64	1.36E+06
2028.59	9.82E+05
2032.54	9.84E+05
2036.5	2.73E+06
2040.46	2.36E+06
2044.44	1.27E+06
2048.42	7.81E+05
2052.41	1.52E+06
2056.41	1.01E+06
2060.41	1.17E+06
2064.43	5.49E+05
2068.45	2.07E+06
2072.48	2.52E+06
2076.51	2.84E+06
2080.56	2.27E+06
2084.61	7.16E+05
2088.67	1.02E+06
2092.74	7.82E+05
2096.81	2.02E+06
2100.9	2.39E+06
2104.99	1.28E+06
2109.09	4.56E+05
2113.2	4.02E+06
2117.32	9.72E+05
2121.44	1.60E+06
2125.57	9.24E+05
2129.71	1.69E+06
2133.86	2.48E+06
2138.02	1.92E+06
2142.18	2.45E+06
2146.35	2.42E+06
2150.53	1.84E+06
2154.72	2.18E+06
2158.92	1.41E+06
2163.12	1.17E+06
2167.34	2.94E+06
2171.56	3.20E+06
2175.79	2.07E+06
2180.03	3.78E+06
2184.27	3.84E+05
2188.53	2.36E+06
2192.79	3.23E+06
2197.06	6.52E+05
2201.34	1.40E+06
2205.63	1.72E+06
2209.93	1.83E+06
2214.23	3.51E+06
2218.54	3.93E+06
2222.86	2.66E+06
2227.19	3.80E+06
2231.53	4.05E+06
2235.88	1.76E+06
2240.23	4.02E+06
2244.6	4.54E+06
2248.97	5.90E+06
2253.35	8.53E+06
2257.74	8.09E+06
2262.14	8.33E+06
2266.54	6.76E+06
2270.96	5.82E+06
2275.38	4.01E+06
2279.81	4.33E+06
2284.25	4.41E+06
2288.7	4.42E+06
2293.16	6.46E+05
2297.63	4.39E+06
2302.1	2.72E+06
2306.59	2.12E+06
2311.08	4.63E+06
2315.58	8.91E+06
2320.09	4.52E+06
2324.61	4.26E+06
2329.14	5.46E+06
2333.68	4.33E+06
2338.22	9.08E+06
2342.78	5.19E+06
2347.34	1.09E+07
2351.91	1.01E+07
2356.49	5.53E+06
2361.08	8.54E+06
2365.68	1.72E+07
2370.29	1.29E+07
2374.91	8.21E+06
2379.53	1.52E+07
2384.17	1.18E+07
2388.81	1.51E+07
2393.46	1.09E+07
2398.12	8.08E+06
2402.8	1.63E+07
2407.48	1.03E+07
2412.17	1.27E+07
2416.86	1.29E+07
2421.57	9.41E+06
2426.29	6.81E+06
2431.01	1.10E+07
2435.75	1.60E+07
2440.49	1.99E+07
2445.25	5.45E+06
2450.01	1.47E+07
2454.78	1.50E+07
2459.56	8.81E+06
2464.35	1.17E+07
2469.15	1.19E+07
2473.96	1.43E+07
2478.78	1.25E+07
2483.61	1.18E+07
2488.45	1.52E+07
2493.3	7.46E+06
2498.15	1.60E+07
2503.02	8.39E+06
2507.89	7.37E+06
2512.78	1.22E+07
2517.67	9.62E+06
2522.58	1.13E+07
2527.49	7.76E+06
2532.41	1.96E+07
2537.35	7.49E+06
2542.29	1.91E+07
2547.24	1.13E+07
2552.2	1.30E+07
2557.17	1.07E+07
2562.15	5.62E+06
2567.14	1.11E+07
2572.14	6.86E+06
2577.15	6.89E+06
2582.17	5.77E+06
2587.2	6.11E+06
2592.24	9.07E+06
2597.29	5.90E+06
2602.35	1.38E+07
2607.42	2.17E+06
2612.5	1.20E+07
2617.59	1.68E+07
2622.69	6.71E+06
2627.79	9.83E+06
2632.91	1.66E+07
2638.04	1.61E+07
2643.18	5.31E+06
2648.33	4.92E+06
2653.49	4.02E+06
2658.65	2.61E+06
2663.83	3.40E+06
2669.02	5.27E+06
2674.22	6.43E+06
2679.43	2.93E+06
2684.65	2.04E+06
2689.88	5.76E+06
2695.12	1.88E+06
2700.37	6.06E+06
2705.63	3.32E+06
2710.9	3.93E+06
2716.18	7.67E+06
2721.47	9.39E+06
2726.77	6.58E+06
2732.08	8.09E+06
2737.4	1.05E+07
2742.73	9.33E+06
2748.08	9.78E+06
2753.43	2.33E+07
2758.79	8.34E+06
2764.16	1.41E+07
2769.55	6.59E+06
2774.94	1.09E+07
2780.35	8.18E+06
2785.76	4.74E+06
2791.19	6.86E+06
2796.63	3.01E+06
2802.07	5.23E+06
2807.53	3.25E+06
2813	2.53E+06
2818.48	2.41E+06
2823.97	1.21E+06
2829.47	2.90E+06
2834.98	5.29E+06
2840.5	7.08E+06
2846.04	1.00E+07
2851.58	9.46E+06
2857.13	4.32E+06
2862.7	1.05E+07
2868.28	3.44E+06
2873.86	8.37E+06
2879.46	6.49E+06
2885.07	6.26E+06
2890.69	3.27E+06
2896.32	6.15E+06
2901.96	4.91E+06
2907.61	1.96E+06
2913.28	4.20E+06
2918.95	6.82E+05
2924.64	5.74E+06
2930.33	7.10E+06
2936.04	8.02E+05
2941.76	6.12E+05
2947.49	2.46E+06
2953.23	7.12E+06
2958.98	5.34E+06
