FWHM,eFWHM,Sigma,eSigma,Blueshift,eBlueshift,EW,eEW,pWave,epWave,iLum,eiLum,Mono_Lum,eMono_Lum
3450.3200828628637,97.17504746366288,2097.5112641239393,74.4522913210674,208.85251964504587,21.845354158693713,15.881174728809274,0.1115206117042402,2797.006970793259,1.112866950840353,45.15277004606248,0.002857201243125764,47.390453098825176,0.0004763579132455768
