FWHM,eFWHM,Sigma,eSigma,Blueshift,eBlueshift,EW,eEW,pWave,epWave,iLum,eiLum,Mono_Lum,eMono_Lum
3343.2562960890828,91.13479844726218,2089.819823351793,71.45939731752976,202.426180002555,20.208655645147008,16.1479553621039,0.16232938136079905,2797.166975499279,0.727757620582231,45.15924904111159,0.004335210809861317,47.389631703278305,0.0005796656095497549
