FWHM,eFWHM,Sigma,eSigma,Blueshift,eBlueshift,EW,eEW,pWave,epWave,iLum,eiLum,Mono_Lum,eMono_Lum
3296.635575524165,61.04407398475053,2059.2978133572406,65.65977639495782,208.8525196450556,32.060214924331596,16.213477189201914,0.16894965254193228,2797.24697785229,0.5657020632452093,45.16105896999629,0.004615063757942485,47.38965968823898,0.0005510349198899905
