runName,DataFile,LineFile,redshift,N_Fits,ContiWindows,LineWindows,useBalmer,useFe,Fe_uv,Fe_opt,lineShift,smoothStddev,clipStddev,clipBoxWidth,clipBufferWidth,plotWindow,lineComplexInd
g2202338-073225_WiFeS,data/g2202338-073225_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.059613,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g2202338-073225_6dFGS,data/g2202338-073225_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.059613,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g1729163-685442_WiFeS,data/g1729163-685442_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.0483,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g1729163-685442_6dFGS,data/g1729163-685442_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.0483,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g2158596-175245_WiFeS,data/g2158596-175245_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.093498,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g2158596-175245_6dFGS,data/g2158596-175245_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.093498,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g1235403-210248_WiFeS,data/g1235403-210248_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.061808,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g1235403-210248_6dFGS,data/g1235403-210248_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.061808,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g2202067-053946_WiFeS,data/g2202067-053946_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.0271,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g2202067-053946_6dFGS,data/g2202067-053946_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.0271,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g1956036-260545_WiFeS,data/g1956036-260545_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.089018,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g1956036-260545_6dFGS,data/g1956036-260545_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.089018,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g2147133-120126_WiFeS,data/g2147133-120126_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.048522,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g2147133-120126_6dFGS,data/g2147133-120126_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.048522,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g0954025-341343_WiFeS,data/g0954025-341343_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.032266,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g0954025-341343_6dFGS,data/g0954025-341343_6dFGS.csv,Lines/Lines_Hbeta_OIII.csv,0.032266,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
g0537331-422230_WiFeS,data/g0537331-422230_WiFeS.csv,Lines/Lines_Hbeta_OIII.csv,0.036008,20,4175-4225 | 4500-4600 | 5650-5750 | 6150-6250,4811-5057,0,1,0,0,0,0,0,50,3,4550-5150,0
